+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                            ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                           ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                             ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                   ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_rd_burst_adapter                                                                                                                                 ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                     ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                           ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                             ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                   ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_ltc235x_s_axi_wr_burst_adapter                                                                                                                                 ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                         ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                               ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                                 ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                       ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_rd_burst_adapter                                                                                                                                     ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                         ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                               ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                                 ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                       ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|vga_out_s_axi_wr_burst_adapter                                                                                                                                     ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                      ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                            ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                              ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                    ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_rd_burst_adapter                                                                                                                                  ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                      ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                            ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                              ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                    ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|video_dmac_s_axi_wr_burst_adapter                                                                                                                                  ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                     ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                           ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                             ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_rd_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                   ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_rd_burst_adapter                                                                                                                                 ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|non_bursting_slave_converters_sel.the_default_burst_converter                     ; 70    ; 5              ; 9            ; 5              ; 27     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|the_burstwrap_increment                                                           ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter|align_address_to_size                                                             ; 29    ; 5              ; 0            ; 5              ; 23     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_wr_burst_adapter|altera_merlin_burst_adapter_new.burst_adapter                                                                                   ; 142   ; 2              ; 0            ; 2              ; 140    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_sysid_0_s_axi_wr_burst_adapter                                                                                                                                 ; 142   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_hps_h2f_lw_axi_master_rd_limiter                                                                                                                               ; 282   ; 0              ; 0            ; 0              ; 280    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_hps_h2f_lw_axi_master_wr_limiter                                                                                                                               ; 282   ; 0              ; 0            ; 0              ; 280    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_019|the_default_decode                                                                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_019                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_018|the_default_decode                                                                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_018                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_017|the_default_decode                                                                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_017                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_016|the_default_decode                                                                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_016                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_015|the_default_decode                                                                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_015                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_014|the_default_decode                                                                                                                                      ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_014                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_013|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_013                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_012|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_012                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_011|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_011                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_010|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_010                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_009|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_009                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_008|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_008                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_007|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_007                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_006|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_006                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_005|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_005                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_004|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_004                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_003|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_003                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_002|the_default_decode                                                                                                                                      ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_002                                                                                                                                                         ; 124   ; 0              ; 2            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_001|the_default_decode                                                                                                                                      ; 0     ; 22             ; 0            ; 22             ; 22     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router_001                                                                                                                                                         ; 124   ; 0              ; 6            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router|the_default_decode                                                                                                                                          ; 0     ; 22             ; 0            ; 22             ; 22     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|router                                                                                                                                                             ; 124   ; 0              ; 6            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_agent_rdata_fifo                                                                                                                          ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_agent_rsp_fifo                                                                                                                            ; 164   ; 39             ; 0            ; 39             ; 123    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_agent|uncompressor                                                                                                                        ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_spi_spi_control_port_agent                                                                                                                                     ; 339   ; 39             ; 55           ; 39             ; 345    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_agent_rdata_fifo                                                                                                                                   ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_agent_rsp_fifo                                                                                                                                     ; 164   ; 39             ; 0            ; 39             ; 123    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_agent|uncompressor                                                                                                                                 ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_out_s1_agent                                                                                                                                              ; 339   ; 39             ; 55           ; 39             ; 345    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_agent_rdata_fifo                                                                                                                                    ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_agent_rsp_fifo                                                                                                                                      ; 164   ; 39             ; 0            ; 39             ; 123    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_agent|uncompressor                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_in_s1_agent                                                                                                                                               ; 339   ; 39             ; 55           ; 39             ; 345    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_agent_rdata_fifo                                                                                                                                    ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_agent_rsp_fifo                                                                                                                                      ; 164   ; 39             ; 0            ; 39             ; 123    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_agent|uncompressor                                                                                                                                  ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_gpio_bd_s1_agent                                                                                                                                               ; 339   ; 39             ; 55           ; 39             ; 345    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|pixel_clk_pll_reconfig_mgmt_avalon_slave_agent_rdata_fifo                                                                                                          ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|pixel_clk_pll_reconfig_mgmt_avalon_slave_agent_rsp_fifo                                                                                                            ; 164   ; 39             ; 0            ; 39             ; 123    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|pixel_clk_pll_reconfig_mgmt_avalon_slave_agent|uncompressor                                                                                                        ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|pixel_clk_pll_reconfig_mgmt_avalon_slave_agent                                                                                                                     ; 339   ; 39             ; 55           ; 39             ; 345    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_id_control_slave_agent_rdata_fifo                                                                                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_id_control_slave_agent_rsp_fifo                                                                                                                                ; 164   ; 39             ; 0            ; 39             ; 123    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_id_control_slave_agent|uncompressor                                                                                                                            ; 45    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|sys_id_control_slave_agent                                                                                                                                         ; 339   ; 39             ; 55           ; 39             ; 345    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_adc_dma_s_axi_agent|read_rsp_fifo                                                                                                                              ; 164   ; 51             ; 0            ; 51             ; 121    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_adc_dma_s_axi_agent|write_rsp_fifo                                                                                                                             ; 164   ; 41             ; 0            ; 41             ; 121    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_adc_dma_s_axi_agent|read_burst_uncompressor                                                                                                                    ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_adc_dma_s_axi_agent|check_and_align_address_to_size                                                                                                            ; 24    ; 8              ; 2            ; 8              ; 13     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|axi_adc_dma_s_axi_agent                                                                                                                                            ; 323   ; 14             ; 48           ; 14             ; 313    ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|adc_pwm_gen_s_axi_agent|read_rsp_fifo                                                                                                                              ; 164   ; 46             ; 0            ; 46             ; 121    ; 46              ; 46            ; 46              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|adc_pwm_gen_s_axi_agent|write_rsp_fifo                                                                                                                             ; 164   ; 41             ; 0            ; 41             ; 121    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|mm_interconnect_1|adc_pwm_gen_s_axi_agent|read_burst_uncompressor                                                                                                                    ; 40    ; 1              ; 0            ; 1              ; 38     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
